measurement_time,measurement_name,value
2019-09-04 22:24:00,Temp_1,29.925
2019-09-04 22:24:00,Temp_2,30.0
2019-09-04 22:42:00,Temp_1,30.0
2019-09-04 22:42:00,Temp_2,29.895
2019-09-04 22:54:00,Temp_2,30.105
2019-09-04 22:54:00,Temp_1,30.105
2019-09-04 23:12:00,Temp_1,30.0
2019-09-04 23:12:00,Temp_2,29.895
2019-09-04 23:24:00,Temp_2,30.0
2019-09-04 23:24:00,Temp_1,30.0
2019-09-04 23:42:00,Temp_1,30.105
2019-09-04 23:42:00,Temp_2,30.045
2019-09-04 23:54:00,Temp_1,29.97
2019-09-04 23:54:00,Temp_2,30.0
2019-09-05 00:12:00,Temp_1,30.0
2019-09-05 00:12:00,Temp_2,29.895
2019-09-05 00:24:00,Temp_1,30.0
2019-09-05 00:24:00,Temp_2,29.895
2019-09-05 00:42:00,Temp_2,30.0
2019-09-05 00:42:00,Temp_1,30.0
2019-09-05 00:54:00,Temp_1,30.0
2019-09-05 00:54:00,Temp_2,29.895
2019-09-05 01:12:00,Temp_1,30.0
2019-09-05 01:12:00,Temp_2,30.0
2019-09-05 01:24:00,Temp_1,30.0
2019-09-05 01:24:00,Temp_2,29.955
2019-09-05 01:42:00,Temp_2,29.925
2019-09-05 01:42:00,Temp_1,30.0
2019-09-05 01:54:00,Temp_1,30.0
2019-09-05 01:54:00,Temp_2,30.105
2019-09-05 02:12:00,Temp_1,29.895
2019-09-05 02:12:00,Temp_2,30.0
2019-09-05 02:24:00,Temp_1,30.0
2019-09-05 02:24:00,Temp_2,30.03
2019-09-05 02:42:00,Temp_1,30.0
2019-09-05 02:42:00,Temp_2,30.0
2019-09-05 02:54:00,Temp_1,30.0
2019-09-05 02:54:00,Temp_2,29.895
2019-09-05 03:12:00,Temp_2,30.0
2019-09-05 03:12:00,Temp_1,30.0
2019-09-05 03:24:00,Temp_1,30.0
2019-09-05 03:24:00,Temp_2,29.97
2019-09-05 03:42:00,Temp_2,29.97
2019-09-05 03:42:00,Temp_1,30.0
2019-09-05 03:54:00,Temp_1,30.105
2019-09-05 03:54:00,Temp_2,29.895
2019-09-05 04:12:00,Temp_2,30.0
2019-09-05 04:12:00,Temp_1,30.0
2019-09-05 04:24:00,Temp_2,30.0
2019-09-05 04:24:00,Temp_1,30.105
2019-09-05 04:42:00,Temp_2,29.895
2019-09-05 04:42:00,Temp_1,30.0
2019-09-05 04:54:00,Temp_2,30.0
2019-09-05 04:54:00,Temp_1,30.0
2019-09-05 05:12:00,Temp_1,30.0
2019-09-05 05:12:00,Temp_2,29.805
2019-09-05 05:24:00,Temp_1,30.0
2019-09-05 05:24:00,Temp_2,29.895
2019-09-05 05:42:00,Temp_1,30.0
2019-09-05 05:42:00,Temp_2,29.805
2019-09-05 05:54:00,Temp_1,29.955
2019-09-05 05:54:00,Temp_2,29.805
2019-09-05 06:12:00,Temp_1,30.0
2019-09-05 06:12:00,Temp_2,29.82
2019-09-05 06:24:00,Temp_1,30.0
2019-09-05 06:24:00,Temp_2,29.895
2019-09-05 06:42:00,Temp_1,30.0
2019-09-05 06:42:00,Temp_2,29.805
2019-09-05 06:54:00,Temp_1,30.0
2019-09-05 06:54:00,Temp_2,29.895
2019-09-05 07:12:00,Temp_1,30.105
2019-09-05 07:12:00,Temp_2,29.895
2019-09-05 07:24:00,Temp_2,29.805
2019-09-05 07:24:00,Temp_1,29.955
2019-09-05 07:42:00,Temp_2,29.7
2019-09-05 07:42:00,Temp_1,30.0
2019-09-05 07:54:00,Temp_1,30.0
2019-09-05 07:54:00,Temp_2,29.805
2019-09-05 08:12:00,Temp_2,29.895
2019-09-05 08:12:00,Temp_1,30.0
2019-09-05 08:24:00,Temp_1,30.0
2019-09-05 08:24:00,Temp_2,29.895
2019-09-05 08:42:00,Temp_1,30.0
2019-09-05 08:42:00,Temp_2,29.895
2019-09-05 08:54:00,Temp_1,30.0
2019-09-05 08:54:00,Temp_2,29.895
2019-09-05 09:12:00,Temp_1,30.0
2019-09-05 09:12:00,Temp_2,30.0
2019-09-05 09:24:00,Temp_1,30.0
2019-09-05 09:24:00,Temp_2,30.0
2019-09-05 09:42:00,Temp_2,29.895
2019-09-05 09:42:00,Temp_1,30.0
2019-09-05 09:54:00,Temp_2,30.0
2019-09-05 09:54:00,Temp_1,30.0
2019-09-05 10:12:00,Temp_1,30.0
2019-09-05 10:12:00,Temp_2,29.895
2019-09-05 10:24:00,Temp_2,30.105
2019-09-05 10:24:00,Temp_1,30.0
2019-09-05 10:42:00,Temp_2,29.85
2019-09-05 10:42:00,Temp_1,30.0
2019-09-05 10:54:00,Temp_1,30.0
2019-09-05 10:54:00,Temp_2,30.0
2019-09-05 11:12:00,Temp_2,30.0
2019-09-05 11:12:00,Temp_1,30.0
2019-09-05 11:24:00,Temp_1,30.0
2019-09-05 11:24:00,Temp_2,30.0
2019-09-05 11:42:00,Temp_1,30.03
2019-09-05 11:42:00,Temp_2,29.895
2019-09-05 11:54:00,Temp_2,30.0
2019-09-05 11:54:00,Temp_1,29.895
2019-09-05 12:12:00,Temp_1,30.105
2019-09-05 12:12:00,Temp_2,30.0
2019-09-05 12:24:00,Temp_1,30.0
2019-09-05 12:24:00,Temp_2,30.0
2019-09-05 12:42:00,Temp_1,30.0
2019-09-05 12:42:00,Temp_2,30.0
2019-09-05 12:54:00,Temp_2,29.895
2019-09-05 12:54:00,Temp_1,30.0
2019-09-05 13:12:00,Temp_1,30.0
2019-09-05 13:12:00,Temp_2,30.105
2019-09-05 13:24:00,Temp_2,30.225
2019-09-05 13:24:00,Temp_1,30.0
2019-09-05 13:42:00,Temp_2,30.12
2019-09-05 13:42:00,Temp_1,30.0
2019-09-05 13:54:00,Temp_2,30.0
2019-09-05 13:54:00,Temp_1,30.0
2019-09-05 14:12:00,Temp_2,29.955
2019-09-05 14:12:00,Temp_1,30.0
2019-09-05 14:24:00,Temp_1,30.0
2019-09-05 14:24:00,Temp_2,29.895
2019-09-05 14:42:00,Temp_2,29.805
2019-09-05 14:42:00,Temp_1,30.0
2019-09-05 14:54:00,Temp_1,30.0
2019-09-05 14:54:00,Temp_2,29.88
2019-09-05 15:12:00,Temp_2,29.805
2019-09-05 15:12:00,Temp_1,30.0
2019-09-05 15:24:00,Temp_2,29.805
2019-09-05 15:24:00,Temp_1,30.0
2019-09-05 15:42:00,Temp_1,30.0
2019-09-05 15:42:00,Temp_2,29.895
2019-09-05 15:54:00,Temp_2,29.895
2019-09-05 15:54:00,Temp_1,30.0
2019-09-05 16:12:00,Temp_2,29.895
2019-09-05 16:12:00,Temp_1,30.0
2019-09-05 16:24:00,Temp_2,29.955
2019-09-05 16:24:00,Temp_1,30.03
2019-09-05 16:42:00,Temp_2,29.895
2019-09-05 16:42:00,Temp_1,30.0
2019-09-05 16:54:00,Temp_2,29.895
2019-09-05 16:54:00,Temp_1,30.0
2019-09-05 17:12:00,Temp_2,29.97
2019-09-05 17:12:00,Temp_1,30.0
2019-09-05 17:24:00,Temp_1,30.105
2019-09-05 17:24:00,Temp_2,29.895
2019-09-05 17:42:00,Temp_2,29.925
2019-09-05 17:42:00,Temp_1,30.0
2019-09-05 17:54:00,Temp_2,30.0
2019-09-05 17:54:00,Temp_1,29.895
2019-09-05 18:12:00,Temp_1,30.0
2019-09-05 18:12:00,Temp_2,30.0
2019-09-05 18:24:00,Temp_1,30.0
2019-09-05 18:24:00,Temp_2,29.895
2019-09-05 18:42:00,Temp_2,30.0
2019-09-05 18:42:00,Temp_1,29.925
2019-09-05 18:54:00,Temp_1,30.0
2019-09-05 18:54:00,Temp_2,29.97
2019-09-05 19:12:00,Temp_2,29.895
2019-09-05 19:12:00,Temp_1,30.0
2019-09-05 19:24:00,Temp_1,30.0
2019-09-05 19:24:00,Temp_2,29.895
2019-09-05 19:42:00,Temp_1,30.0
2019-09-05 19:42:00,Temp_2,29.895
2019-09-05 19:54:00,Temp_1,30.0
2019-09-05 19:54:00,Temp_2,29.895
2019-09-05 20:12:00,Temp_2,29.895
2019-09-05 20:12:00,Temp_1,30.0
2019-09-05 20:24:00,Temp_1,30.0
2019-09-05 20:24:00,Temp_2,29.895
2019-09-05 20:42:00,Temp_1,30.0
2019-09-05 20:42:00,Temp_2,29.805
2019-09-05 20:54:00,Temp_1,30.0
2019-09-05 20:54:00,Temp_2,29.805
2019-09-05 21:12:00,Temp_1,30.0
2019-09-05 21:12:00,Temp_2,29.85
2019-09-05 21:24:00,Temp_1,30.03
2019-09-05 21:24:00,Temp_2,30.0
2019-09-05 21:42:00,Temp_2,29.805
2019-09-05 21:42:00,Temp_1,30.0
2019-09-05 21:54:00,Temp_2,29.925
2019-09-05 21:54:00,Temp_1,30.0
2019-09-05 22:12:00,Temp_2,29.88
2019-09-05 22:12:00,Temp_1,30.0
2019-09-05 22:24:00,Temp_2,29.895
2019-09-05 22:24:00,Temp_1,30.0
2019-09-05 22:42:00,Temp_1,30.0
2019-09-05 22:42:00,Temp_2,30.0
2019-09-05 22:54:00,Temp_1,30.105
2019-09-05 22:54:00,Temp_2,30.3
2019-09-05 23:12:00,Temp_2,29.955
2019-09-05 23:12:00,Temp_1,30.0
2019-09-05 23:24:00,Temp_1,30.0
2019-09-05 23:24:00,Temp_2,29.805
2019-09-05 23:42:00,Temp_1,30.0
2019-09-05 23:42:00,Temp_2,29.805
2019-09-05 23:54:00,Temp_2,29.7
2019-09-05 23:54:00,Temp_1,30.0
2019-09-06 00:12:00,Temp_1,30.0
2019-09-06 00:12:00,Temp_2,29.7
2019-09-06 00:24:00,Temp_2,29.7
2019-09-06 00:24:00,Temp_1,30.0
2019-09-06 00:42:00,Temp_2,29.7
2019-09-06 00:42:00,Temp_1,30.0
2019-09-06 00:54:00,Temp_2,29.67
2019-09-06 00:54:00,Temp_1,30.0
2019-09-06 01:12:00,Temp_1,30.0
2019-09-06 01:12:00,Temp_2,29.7
2019-09-06 01:24:00,Temp_2,29.805
2019-09-06 01:24:00,Temp_1,30.0
2019-09-06 01:42:00,Temp_2,29.805
2019-09-06 01:42:00,Temp_1,30.0
2019-09-06 01:54:00,Temp_1,30.0
2019-09-06 01:54:00,Temp_2,29.805
2019-09-06 02:12:00,Temp_2,29.805
2019-09-06 02:12:00,Temp_1,30.0
2019-09-06 02:24:00,Temp_2,29.805
2019-09-06 02:24:00,Temp_1,30.0
2019-09-06 02:42:00,Temp_2,29.745
2019-09-06 02:42:00,Temp_1,30.0
2019-09-06 02:54:00,Temp_2,29.805
2019-09-06 02:54:00,Temp_1,30.0
2019-09-06 03:12:00,Temp_2,29.805
2019-09-06 03:12:00,Temp_1,30.045
2019-09-06 03:24:00,Temp_2,29.775
2019-09-06 03:24:00,Temp_1,30.0
2019-09-06 03:42:00,Temp_2,29.805
2019-09-06 03:42:00,Temp_1,30.0
2019-09-06 03:54:00,Temp_1,30.0
2019-09-06 03:54:00,Temp_2,29.7
2019-09-06 04:12:00,Temp_1,30.0
2019-09-06 04:12:00,Temp_2,29.805
2019-09-06 04:24:00,Temp_2,29.7
2019-09-06 04:24:00,Temp_1,30.0
2019-09-06 04:42:00,Temp_1,30.0
2019-09-06 04:42:00,Temp_2,29.7
2019-09-06 04:54:00,Temp_1,30.0
2019-09-06 04:54:00,Temp_2,29.805
2019-09-06 05:12:00,Temp_2,29.73
2019-09-06 05:12:00,Temp_1,30.0
2019-09-06 05:24:00,Temp_2,29.895
2019-09-06 05:24:00,Temp_1,30.0
2019-09-06 05:42:00,Temp_2,29.805
2019-09-06 05:42:00,Temp_1,30.0
2019-09-06 05:54:00,Temp_1,30.0
2019-09-06 05:54:00,Temp_2,29.775
2019-09-06 06:12:00,Temp_2,29.7
2019-09-06 06:12:00,Temp_1,30.0
2019-09-06 06:24:00,Temp_1,30.0
2019-09-06 06:24:00,Temp_2,30.195
2019-09-06 06:42:00,Temp_1,30.105
2019-09-06 06:42:00,Temp_2,30.0
2019-09-06 06:54:00,Temp_1,30.0
2019-09-06 06:54:00,Temp_2,29.805
2019-09-06 07:12:00,Temp_1,30.0
2019-09-06 07:12:00,Temp_2,29.745
2019-09-06 07:24:00,Temp_2,29.805
2019-09-06 07:24:00,Temp_1,30.0
2019-09-06 07:42:00,Temp_2,29.7
2019-09-06 07:42:00,Temp_1,30.0
2019-09-06 07:54:00,Temp_2,29.595
2019-09-06 07:54:00,Temp_1,30.0
2019-09-06 08:12:00,Temp_1,30.0
2019-09-06 08:12:00,Temp_2,29.595
2019-09-06 08:24:00,Temp_2,29.7
2019-09-06 08:24:00,Temp_1,30.0
2019-09-06 08:42:00,Temp_1,30.0
2019-09-06 08:42:00,Temp_2,29.805
2019-09-06 08:54:00,Temp_2,29.73
2019-09-06 08:54:00,Temp_1,30.0
2019-09-06 09:12:00,Temp_2,29.655
2019-09-06 09:12:00,Temp_1,30.0
2019-09-06 09:24:00,Temp_2,29.7
2019-09-06 09:24:00,Temp_1,30.0
2019-09-06 09:42:00,Temp_1,30.0
2019-09-06 09:42:00,Temp_2,29.745
2019-09-06 09:54:00,Temp_1,30.0
2019-09-06 09:54:00,Temp_2,29.595
2019-09-06 10:12:00,Temp_2,29.7
2019-09-06 10:12:00,Temp_1,30.0
2019-09-06 10:24:00,Temp_1,30.0
2019-09-06 10:24:00,Temp_2,29.7
2019-09-06 10:42:00,Temp_1,30.0
2019-09-06 10:42:00,Temp_2,29.805
2019-09-06 10:54:00,Temp_1,29.97
2019-09-06 10:54:00,Temp_2,29.7
2019-09-06 11:12:00,Temp_1,30.0
2019-09-06 11:12:00,Temp_2,29.625
2019-09-06 11:24:00,Temp_2,29.7
2019-09-06 11:24:00,Temp_1,30.0
2019-09-06 11:42:00,Temp_1,30.0
2019-09-06 11:42:00,Temp_2,29.7
2019-09-06 11:54:00,Temp_2,29.7
2019-09-06 11:54:00,Temp_1,30.075
2019-09-06 12:12:00,Temp_2,29.595
2019-09-06 12:12:00,Temp_1,30.0
2019-09-06 12:24:00,Temp_2,29.67
2019-09-06 12:24:00,Temp_1,30.0
2019-09-06 12:42:00,Temp_1,30.0
2019-09-06 12:42:00,Temp_2,29.7
2019-09-06 12:54:00,Temp_1,30.0
2019-09-06 12:54:00,Temp_2,29.7
2019-09-06 13:12:00,Temp_2,29.7
2019-09-06 13:12:00,Temp_1,30.0
2019-09-06 13:24:00,Temp_2,29.7
2019-09-06 13:24:00,Temp_1,30.0
2019-09-06 13:42:00,Temp_1,30.0
2019-09-06 13:42:00,Temp_2,30.0
2019-09-06 13:54:00,Temp_2,30.105
2019-09-06 13:54:00,Temp_1,30.0
2019-09-06 14:12:00,Temp_2,29.775
2019-09-06 14:12:00,Temp_1,30.0
2019-09-06 14:24:00,Temp_1,30.0
2019-09-06 14:24:00,Temp_2,29.7
2019-09-06 14:42:00,Temp_1,30.0
2019-09-06 14:42:00,Temp_2,29.505
2019-09-06 14:54:00,Temp_2,29.505
2019-09-06 14:54:00,Temp_1,30.0
2019-09-06 15:12:00,Temp_2,29.595
2019-09-06 15:12:00,Temp_1,30.0
2019-09-06 15:24:00,Temp_1,30.0
2019-09-06 15:24:00,Temp_2,29.595
2019-09-06 15:42:00,Temp_2,29.505
2019-09-06 15:42:00,Temp_1,30.0
2019-09-06 15:54:00,Temp_2,29.505
2019-09-06 15:54:00,Temp_1,30.0
2019-09-06 16:12:00,Temp_2,29.505
2019-09-06 16:12:00,Temp_1,30.0
2019-09-06 16:24:00,Temp_1,30.0
2019-09-06 16:24:00,Temp_2,29.595
2019-09-06 16:42:00,Temp_2,29.505
2019-09-06 16:42:00,Temp_1,30.0
2019-09-06 16:54:00,Temp_1,30.0
2019-09-06 16:54:00,Temp_2,29.505
2019-09-06 17:12:00,Temp_2,29.4
2019-09-06 17:12:00,Temp_1,30.0
2019-09-06 17:24:00,Temp_2,29.505
2019-09-06 17:24:00,Temp_1,30.0
2019-09-06 17:42:00,Temp_1,30.0
2019-09-06 17:42:00,Temp_2,29.505
2019-09-06 17:54:00,Temp_2,29.7
2019-09-06 17:54:00,Temp_1,29.925
2019-09-06 18:12:00,Temp_1,30.0
2019-09-06 18:12:00,Temp_2,29.52
2019-09-06 18:24:00,Temp_1,30.0
2019-09-06 18:24:00,Temp_2,29.595
2019-09-06 18:42:00,Temp_2,29.43
2019-09-06 18:42:00,Temp_1,30.105
2019-09-06 18:54:00,Temp_2,29.7
2019-09-06 18:54:00,Temp_1,29.97
2019-09-06 19:12:00,Temp_1,30.0
2019-09-06 19:12:00,Temp_2,29.505
2019-09-06 19:24:00,Temp_2,29.505
2019-09-06 19:24:00,Temp_1,29.895
2019-09-06 19:42:00,Temp_2,29.805
2019-09-06 19:42:00,Temp_1,30.0
2019-09-06 19:54:00,Temp_1,30.075
2019-09-06 19:54:00,Temp_2,29.4
2019-09-06 20:12:00,Temp_2,29.4
2019-09-06 20:12:00,Temp_1,29.895
2019-09-06 20:24:00,Temp_2,29.505
2019-09-06 20:24:00,Temp_1,29.895
2019-09-06 20:42:00,Temp_1,30.0
2019-09-06 20:42:00,Temp_2,29.805
2019-09-06 20:54:00,Temp_1,30.0
2019-09-06 20:54:00,Temp_2,29.805
2019-09-06 21:12:00,Temp_2,29.505
2019-09-06 21:12:00,Temp_1,30.0
2019-09-06 21:24:00,Temp_2,29.7
2019-09-06 21:24:00,Temp_1,30.0
2019-09-06 21:42:00,Temp_2,30.0
2019-09-06 21:42:00,Temp_1,30.045
2019-09-06 21:54:00,Temp_2,29.67
2019-09-06 21:54:00,Temp_1,30.105
2019-09-06 22:12:00,Temp_1,30.0
2019-09-06 22:12:00,Temp_2,29.7
2019-09-06 22:24:00,Temp_1,30.0
2019-09-06 22:24:00,Temp_2,29.7
2019-09-06 22:42:00,Temp_2,29.7
2019-09-06 22:42:00,Temp_1,30.0
2019-09-06 22:54:00,Temp_1,30.0
2019-09-06 22:54:00,Temp_2,29.67
2019-09-06 23:12:00,Temp_1,30.0
2019-09-06 23:12:00,Temp_2,29.7
2019-09-06 23:24:00,Temp_2,29.505
2019-09-06 23:24:00,Temp_1,30.0
2019-09-06 23:42:00,Temp_2,29.58
2019-09-06 23:42:00,Temp_1,30.0
2019-09-06 23:54:00,Temp_1,30.0
2019-09-06 23:54:00,Temp_2,29.595
2019-09-07 00:12:00,Temp_2,29.595
2019-09-07 00:12:00,Temp_1,30.0
2019-09-07 00:24:00,Temp_1,30.0
2019-09-07 00:24:00,Temp_2,29.595
2019-09-07 00:42:00,Temp_2,29.595
2019-09-07 00:42:00,Temp_1,30.0
2019-09-07 00:54:00,Temp_2,29.7
2019-09-07 00:54:00,Temp_1,30.0
2019-09-07 01:12:00,Temp_2,29.595
2019-09-07 01:12:00,Temp_1,30.0
2019-09-07 01:24:00,Temp_1,30.0
2019-09-07 01:24:00,Temp_2,29.7
2019-09-07 01:42:00,Temp_2,29.655
2019-09-07 01:42:00,Temp_1,30.0
2019-09-07 01:54:00,Temp_1,30.0
2019-09-07 01:54:00,Temp_2,29.7
2019-09-07 02:12:00,Temp_1,30.0
2019-09-07 02:12:00,Temp_2,29.595
2019-09-07 02:24:00,Temp_1,30.0
2019-09-07 02:24:00,Temp_2,29.595
2019-09-07 02:42:00,Temp_1,30.0
2019-09-07 02:42:00,Temp_2,29.595
2019-09-07 02:54:00,Temp_2,29.595
2019-09-07 02:54:00,Temp_1,29.97
2019-09-07 03:12:00,Temp_1,30.045
2019-09-07 03:12:00,Temp_2,30.195
2019-09-07 03:24:00,Temp_2,29.895
2019-09-07 03:24:00,Temp_1,30.105
2019-09-07 03:42:00,Temp_2,29.7
2019-09-07 03:42:00,Temp_1,30.0
2019-09-07 03:54:00,Temp_1,30.0
2019-09-07 03:54:00,Temp_2,29.595
2019-09-07 04:12:00,Temp_1,30.0
2019-09-07 04:12:00,Temp_2,29.595
2019-09-07 04:24:00,Temp_2,29.595
2019-09-07 04:24:00,Temp_1,30.0
2019-09-07 04:42:00,Temp_2,29.505
2019-09-07 04:42:00,Temp_1,30.0
2019-09-07 04:54:00,Temp_2,29.595
2019-09-07 04:54:00,Temp_1,30.0
2019-09-07 05:12:00,Temp_2,29.505
2019-09-07 05:12:00,Temp_1,30.105
2019-09-07 05:24:00,Temp_1,29.895
2019-09-07 05:24:00,Temp_2,29.595
2019-09-07 05:42:00,Temp_1,30.045
2019-09-07 05:42:00,Temp_2,29.7
2019-09-07 05:54:00,Temp_1,30.0
2019-09-07 05:54:00,Temp_2,29.295
2019-09-07 06:12:00,Temp_2,29.505
2019-09-07 06:12:00,Temp_1,29.895
2019-09-07 06:24:00,Temp_1,30.0
2019-09-07 06:24:00,Temp_2,29.73
2019-09-07 06:42:00,Temp_2,29.505
2019-09-07 06:42:00,Temp_1,30.105
2019-09-07 06:54:00,Temp_1,30.0
2019-09-07 06:54:00,Temp_2,29.505
2019-09-07 07:12:00,Temp_1,30.0
2019-09-07 07:12:00,Temp_2,29.7
2019-09-07 07:24:00,Temp_2,29.4
2019-09-07 07:24:00,Temp_1,30.105
2019-09-07 07:42:00,Temp_2,29.4
2019-09-07 07:42:00,Temp_1,29.955
2019-09-07 08:24:00,Temp_1,30.0
2019-09-07 08:24:00,Temp_2,29.295
2019-09-07 08:42:00,Temp_2,29.505
2019-09-07 08:42:00,Temp_1,29.895
2019-09-07 08:54:00,Temp_1,29.895
2019-09-07 08:54:00,Temp_2,29.805
2019-09-07 09:12:00,Temp_1,30.03
2019-09-07 09:12:00,Temp_2,29.925
2019-09-07 09:24:00,Temp_1,30.0
2019-09-07 09:24:00,Temp_2,29.7
2019-09-07 09:42:00,Temp_1,30.105
2019-09-07 09:42:00,Temp_2,29.505
2019-09-07 09:54:00,Temp_2,29.505
2019-09-07 09:54:00,Temp_1,30.0
2019-09-07 10:12:00,Temp_2,29.505
2019-09-07 10:12:00,Temp_1,30.0
2019-09-07 10:24:00,Temp_2,29.295
2019-09-07 10:24:00,Temp_1,30.105
2019-09-07 10:42:00,Temp_1,30.0
2019-09-07 10:42:00,Temp_2,29.4
2019-09-07 10:54:00,Temp_2,29.595
2019-09-07 10:54:00,Temp_1,30.0
2019-09-07 11:12:00,Temp_2,29.175
2019-09-07 11:12:00,Temp_1,30.0
2019-09-07 11:24:00,Temp_2,29.505
2019-09-07 11:24:00,Temp_1,29.895
2019-09-07 11:42:00,Temp_2,29.505
2019-09-07 11:42:00,Temp_1,30.0
2019-09-07 11:54:00,Temp_2,29.205
2019-09-07 11:54:00,Temp_1,30.045
2019-09-07 12:12:00,Temp_1,29.925
2019-09-07 12:12:00,Temp_2,29.295
2019-09-07 12:24:00,Temp_1,30.0
2019-09-07 12:24:00,Temp_2,29.505
2019-09-07 12:42:00,Temp_1,30.0
2019-09-07 12:42:00,Temp_2,29.505
2019-09-07 12:54:00,Temp_2,29.43
2019-09-07 12:54:00,Temp_1,30.0
2019-09-07 13:12:00,Temp_2,29.505
2019-09-07 13:12:00,Temp_1,30.03
2019-09-07 13:24:00,Temp_2,29.505
2019-09-07 13:24:00,Temp_1,30.0
2019-09-07 13:42:00,Temp_1,30.0
2019-09-07 13:42:00,Temp_2,29.4
2019-09-07 13:54:00,Temp_1,30.045
2019-09-07 13:54:00,Temp_2,29.37
2019-09-07 14:12:00,Temp_1,30.0
2019-09-07 14:12:00,Temp_2,29.4
2019-09-07 14:24:00,Temp_2,29.595
2019-09-07 14:24:00,Temp_1,29.895
2019-09-07 14:42:00,Temp_1,30.075
2019-09-07 14:42:00,Temp_2,29.895
2019-09-07 14:54:00,Temp_2,29.4
2019-09-07 14:54:00,Temp_1,30.105
2019-09-07 15:12:00,Temp_1,29.895
2019-09-07 15:12:00,Temp_2,29.505
2019-09-07 15:24:00,Temp_2,29.595
2019-09-07 15:24:00,Temp_1,30.0
2019-09-07 15:42:00,Temp_1,30.105
2019-09-07 15:42:00,Temp_2,29.505
2019-09-07 15:54:00,Temp_2,29.43
2019-09-07 15:54:00,Temp_1,30.0
2019-09-07 16:12:00,Temp_1,30.0
2019-09-07 16:12:00,Temp_2,29.4
2019-09-07 16:24:00,Temp_2,29.505
2019-09-07 16:24:00,Temp_1,30.0
2019-09-07 16:42:00,Temp_1,30.0
2019-09-07 16:42:00,Temp_2,29.295
2019-09-07 16:54:00,Temp_2,29.205
2019-09-07 16:54:00,Temp_1,29.955
2019-09-07 17:12:00,Temp_2,29.295
2019-09-07 17:12:00,Temp_1,30.0
2019-09-07 17:24:00,Temp_1,30.0
2019-09-07 17:24:00,Temp_2,29.295
2019-09-07 17:42:00,Temp_1,30.0
2019-09-07 17:42:00,Temp_2,29.295
2019-09-07 17:54:00,Temp_2,29.25
2019-09-07 17:54:00,Temp_1,30.0
2019-09-07 18:12:00,Temp_2,29.325
2019-09-07 18:12:00,Temp_1,30.0
2019-09-07 18:24:00,Temp_2,29.4
2019-09-07 18:24:00,Temp_1,30.0
2019-09-07 18:42:00,Temp_2,29.205
2019-09-07 18:42:00,Temp_1,29.955
2019-09-07 18:54:00,Temp_1,30.0
2019-09-07 18:54:00,Temp_2,29.4
2019-09-07 19:12:00,Temp_1,30.0
2019-09-07 19:12:00,Temp_2,29.295
2019-09-07 19:24:00,Temp_2,29.505
2019-09-07 19:24:00,Temp_1,30.0
2019-09-07 19:42:00,Temp_1,30.0
2019-09-07 19:42:00,Temp_2,29.895
2019-09-07 19:54:00,Temp_2,29.595
2019-09-07 19:54:00,Temp_1,30.0
2019-09-07 20:12:00,Temp_2,29.475
2019-09-07 20:12:00,Temp_1,29.895
2019-09-07 20:24:00,Temp_2,29.505
2019-09-07 20:24:00,Temp_1,30.0
2019-09-07 20:42:00,Temp_2,29.4
2019-09-07 20:42:00,Temp_1,30.045
2019-09-07 21:06:00,Temp_2,29.295
2019-09-07 21:06:00,Temp_1,30.0
2019-09-07 21:12:00,Temp_2,29.205
2019-09-07 21:12:00,Temp_1,30.0
2019-09-07 21:24:00,Temp_1,30.0
2019-09-07 21:24:00,Temp_2,29.4
2019-09-07 21:42:00,Temp_2,29.4
2019-09-07 21:42:00,Temp_1,30.0
2019-09-07 21:54:00,Temp_2,29.505
2019-09-07 21:54:00,Temp_1,30.0
